,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
389,南區,房地(土地+建物),臺中市南區工學北路８６號９樓之４８,1.83,商,,,1110219,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850506,30.47,1,0,1,有,有,1700000,55793,,0.0,0,,RPXNMLNJLHHGFAB57DA,16.58,0.0,3.46,有,
390,南區,房地(土地+建物),臺中市南區仁義街８６－１０號８樓,3.3,住,,,1110302,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,28.65,1,0,1,有,有,2180000,76091,,0.0,0,陽台外推；,RPSQMLNJLHHGFAB37DA,19.96,0.0,2.76,有,
391,南區,房地(土地+建物),臺中市南區仁義街８６－１１號８樓,3.3,住,,,1110302,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,28.689999999999998,1,0,1,有,有,2200000,76682,,0.0,0,陽台外推；,RPTQMLNJLHHGFAB47DA,19.6,0.0,3.1,有,
393,中區,房地(土地+建物),臺中市中區民權路１６４號二十八樓之１１,3.86,商,,,1110226,土地2建物2車位0,二十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0860131,74.91,0,0,0,無,有,4050000,54065,,0.0,0,,RPRPMLOJLHHGFAB27DA,44.36,0.0,6.24,有,
404,南區,房地(土地+建物)+車位,臺中市南區五權南路２００號十二樓之二,9.64,住,,,1110313,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970730,112.99000000000001,2,1,1,有,有,9860000,87264,坡道平面,31.97,0,,RPUSMLTLLHHGFAB58DA,47.18,0.84,6.7,有,
412,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段４６２號１０樓　,9.86,住,,,1110225,土地1建物1車位1,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840913,145.04,3,2,2,有,有,10400000,71704,坡道機械,0.0,0,,RPQSMLNJLHHGFBB47DA,77.84,0.0,14.27,有,
415,北屯區,房地(土地+建物)+車位,臺中市北屯區山西路三段１９２號二樓之２,19.83,住,,,1110304,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990531,178.72,3,2,2,有,有,17200000,96240,坡道平面,28.14,0,,RPWRMLSJLHHGFBB48DA,86.81,10.66,8.54,有,
417,北屯區,房地(土地+建物)+車位,臺中市北屯區梅川西路四段２７９號８樓,20.0,住,,,1110306,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830520,191.63,4,2,2,有,有,11800000,61577,坡道平面,0.0,1300000,,RPVNMLQJLHHGFBB77DA,130.67,5.09,7.12,有,
443,北區,房地(土地+建物),臺中市北區健行路７６６巷６０號１３樓５,3.81,住,,,1110215,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840308,34.71,1,0,1,有,有,2260000,65111,,0.0,0,,RPQPMLSLLHHGFBB87DA,18.72,0.0,4.78,有,
449,西屯區,房地(土地+建物)+車位,臺中市西屯區福安路５５巷３號二十二樓之６,8.8,住,,,1110226,土地1建物1車位1,二十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861023,112.3,1,1,1,有,有,7500000,76014,坡道平面,29.42,1200000,其他增建；,RPPPMLQLKHHGFCB57DA,50.28,0.0,8.3,有,
450,西屯區,房地(土地+建物)+車位,臺中市西屯區朝貴一街１８號九樓之２,21.76,商,,,1110226,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981125,223.92000000000002,2,2,2,有,有,19380000,94475,坡道機械,36.78,1700000,,RPTPMLQLKHHGFCB97DA,104.92,12.93,6.98,有,
455,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路１７５號四樓之１,21.18,都市：其他:第六種新市政中心專用區,,,1110310,土地1建物1車位3,四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000110,382.17,3,2,4,有,有,38800000,100629,坡道平面,37.34,4100000,其他增建；,RPSRMLKKLHHGFCB47DA,196.39,14.91,31.32,有,
457,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路二段１５７９號二十八樓之７,14.38,商,,,1110211,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071210,143.93,3,2,2,有,有,15200000,105607,坡道平面,24.82,0,,RPWQMLLKLHHGFCB87DA,69.39,5.28,4.14,有,14.0
459,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十一樓之６,8.26,商,,,1110302,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,105.78999999999999,2,2,1,有,有,14300000,135173,坡道平面,23.98,0,含傢俱設備費；,RPOOMLPKLHHGFCB27DA,43.91,4.69,4.62,有,15.0
460,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段６號九樓之７,6.92,商,,,1110227,土地1建物1車位1,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,106.47999999999999,1,1,1,有,有,9070000,85180,坡道平面,37.8,0,,RPQNMLSKLHHGFCB67DA,42.37,1.35,2.83,有,16.0
462,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路３８９號八樓之２,38.75,都市：其他:第六種新市政中心專用區,,,1110209,土地1建物1車位3,八層,四十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100126,635.01,0,0,0,無,有,116950000,184170,坡道平面,87.15,0,毛胚屋；,RPROMLNLLHHGFCB47DA,319.18,9.37,27.21,有,
469,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號七樓之７,11.14,,,,1110220,土地1建物1車位1,七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,203.81,3,2,2,有,有,24050000,136094,坡道平面,41.79,2000000,,RPOOMLRLLHHGFCB57DA,90.75,1.42,13.57,有,
470,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號二十三樓之７,11.14,,,,1110128,土地1建物1車位1,二十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,204.79,3,2,2,有,有,28340000,160368,坡道平面,41.79,2200000,,RPQOMLRLLHHGFCB77DA,90.75,1.42,13.57,有,
471,西屯區,房地(土地+建物),臺中市西屯區文心路三段１９９之２號十五樓之２,6.68,,,,1110127,土地1建物1車位0,十五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,101.09,2,2,2,有,有,14980000,148185,,0.0,0,,RPROMLRLLHHGFCB87DA,57.01,0.64,7.9,有,
473,南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路５２８號十六樓之６,9.75,商,,,1110307,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090831,123.42999999999999,2,1,1,有,有,13600000,110184,坡道平面,28.35,0,,RPTPMLSLLHHGFCB28DA,52.82,2.63,2.99,有,18.0
474,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街３３號十二樓之７,8.8,商,,,1110214,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071126,89.19,2,1,1,有,有,9500000,106514,坡道機械,19.38,0,陽台外推；,RPOQMLSLLHHGFCB87DA,38.01,0.93,6.8,有,19.0
475,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街１９３號九樓之３,9.53,商,,,1110221,土地2建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840116,103.91,1,2,1,有,有,8200000,78914,坡道平面,0.0,0,,RPWQMLSLLHHGFCB68DA,56.53,2.43,6.75,有,
478,南屯區,房地(土地+建物)+車位,臺中市南屯區東興路二段１０６號５樓,19.41,住,,,1110226,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830328,216.08,3,2,2,有,有,15250000,70576,坡道平面,0.0,0,陽台外推；,RPXOMLTLLHHGFCB68DA,129.75,1.43,23.15,有,
483,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號八樓之６,7.8,,,,1110224,土地1建物1車位1,八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,137.56,2,2,2,有,有,17550000,138436,坡道平面,20.9,1400000,,RPQPMLKMLHHGFCB27DA,65.64,2.27,8.28,有,
485,神岡區,房地(土地+建物)+車位,臺中市神岡區大漢街６６號八樓,15.48,住,,,1110217,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830901,112.58,3,2,2,有,有,5253000,46660,坡道機械,0.0,0,,RPRNMLSKKHHGFDB77DA,71.27,0.78,10.55,有,
511,潭子區,房地(土地+建物)+車位,臺中市潭子區頭張路一段１１７巷１７弄１９號,11.9,商,,,1110209,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,113.04,4,2,4,有,有,9850000,87137,坡道機械,0.0,0,其他增建；,RPQNMLPLLHHGFHB97DA,78.73,10.03,0.0,有,
520,烏日區,房地(土地+建物)+車位,臺中市烏日區環河路五段１１２號二十樓之５,20.33,商,,,1101213,土地1建物1車位1,二十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060925,157.04000000000002,2,2,2,有,有,13300000,84692,坡道平面,31.04,0,,RPRPMLPKLHHGFIB28DA,71.69,3.75,9.09,有,32.0
542,太平區,房地(土地+建物),臺中市太平區東平路４３０號八樓之７,14.24,,,,1110301,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860203,153.43,4,2,2,有,有,8300000,54096,,0.0,0,,RPPNMLOKLHHGFJB87DA,102.34,1.16,11.75,有,
543,太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段１７７號九樓之３,27.11,住,,,1110124,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070831,164.76999999999998,3,2,2,有,有,13650000,82843,坡道平面,32.24,0,,RPWNMLLLLHHGFJB38DA,81.4,0.0,8.68,有,42.0
558,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十一街３２５號十四樓,35.41,住,,,1110221,土地1建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,340.11,4,2,3,有,有,39880000,124978,坡道平面,53.02,4000000,其他增建；,RPQRMLTLLHHGFCB38EA,175.26,7.88,17.21,有,
562,北屯區,房地(土地+建物),臺中市北屯區文心路四段６７２號１２樓之２３,2.91,商,,,1110329,土地1建物1車位0,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841124,41.04,0,0,0,無,有,2200000,53606,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLTLLHHGFBB68EA,24.48,0.0,0.0,有,
567,南屯區,房地(土地+建物)+車位,臺中市南屯區文山六街１９０號三樓之３,26.6,住,,,1110301,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021024,166.33999999999997,3,2,2,有,有,17580000,105687,坡道平面,23.48,0,,RPQPMLKMLHHGFCB37EA,81.8,3.58,8.08,有,44.0
576,南區,房地(土地+建物)+車位,臺中市南區復興北路２２號十三樓之１,16.04,住,,,1110228,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081007,129.84,2,2,1,有,有,12800000,98583,坡道平面,33.35,0,,RPVOMLKMLHHGFAB57EA,55.77,0.0,7.22,有,48.0
580,大里區,房地(土地+建物),臺中市大里區達明路１０２號四樓,11.54,商,,,1110303,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000413,127.28,3,2,2,有,有,9000000,70710,,0.0,0,,RPTNMLKMLHHGFIB08EA,75.24,4.84,8.47,有,
586,太平區,房地(土地+建物)+車位,臺中市太平區立智街８號六樓之１,24.23,商,,,1110307,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021230,217.68,4,2,2,有,有,14360000,65968,坡道平面,30.31,0,,RPQNMLRLLHHGFJB38DA,115.94,0.0,10.44,有,
587,太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段２５１號十樓之１,34.66,住,,,1110215,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051104,193.86,4,2,2,有,有,16420000,84700,坡道平面,35.76,0,,RPRNMLPLLHHGFJB28DA,92.44,2.72,12.6,有,
604,烏日區,房地(土地+建物)+車位,臺中市烏日區環河路四段１８２號十五樓之５,19.84,商,,,1110109,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100720,149.89999999999998,3,2,2,有,有,10800000,72048,坡道平面,26.86,0,,RPOOMLPLLHHGFIB97DA,73.12,1.62,8.34,有,54.0
634,西屯區,房地(土地+建物)+車位,臺中市西屯區上墩路１１號十四樓之１,26.09,住,,,1091030,土地2建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101027,161.05,3,2,2,有,有,13300000,92115,坡道平面,35.12,1700000,,RPTSMLTLLHHGFCB68DA,73.86,0.0,8.47,有,
646,西屯區,房地(土地+建物),臺中市西屯區福聯街１５巷９號七樓之１７,4.35,住,,,1110313,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,24.16,0,0,0,無,有,1270000,52566,,0.0,0,,RPUOMLKMLHHGFCB57DA,14.07,0.0,1.38,有,
647,西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段１６６之１００號十八樓之５,11.88,住,,,1110218,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119,116.46000000000001,2,2,1,有,有,12100000,103898,坡道機械,19.87,0,,RPVOMLKMLHHGFCB67DA,55.67,2.63,5.62,有,
648,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十八樓之６,8.26,商,,,1110101,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,105.78999999999999,2,2,1,有,有,14400000,136119,坡道平面,23.98,0,,RPOPMLKMLHHGFCB07DA,43.91,4.69,4.62,有,61.0
650,西屯區,房地(土地+建物),臺中市西屯區文心路三段６號十四樓之６,5.27,商,,,1110223,土地1建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,58.489999999999995,1,1,1,有,有,6450000,110275,,0.0,0,,RPQPMLOLLHHGFCB57DA,36.14,0.79,2.68,有,62.0
652,西屯區,房地(土地+建物)+車位,臺中市西屯區朝馬路１６８號二十八樓之３,11.73,商,,,1110303,土地1建物1車位1,二十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060116,190.39999999999998,3,2,2,有,有,24800000,131273,坡道平面,18.62,2250000,,RPPQMLKMLHHGFCB27DA,95.14,5.54,13.03,有,
653,西屯區,房地(土地+建物)+車位,臺中市西屯區惠中三街２１號四樓之１,10.48,都市：其他:第六種新市政中心專用區,,,1110218,土地1建物1車位2,四層,三十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1020207,191.29,4,2,3,有,有,25000000,130692,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQSMLKMLHHGFCB57DA,94.94,3.06,12.83,有,
657,南屯區,房地(土地+建物)+車位,臺中市南屯區三和街６５號十四樓之１,19.01,住,,,1110312,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960918,191.82,3,2,2,有,有,21000000,109478,坡道平面,24.75,0,陽台外推；,RPXNMLLLLHHGFCB77DA,102.52,3.13,14.05,有,
659,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路８號十七樓之１,26.21,都市：其他:第六種新市政中心專用區,,,1110301,土地1建物1車位2,十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030929,443.85,3,2,4,有,有,56000000,126169,坡道平面,39.58,0,含傢俱設備費；,RPTPMLPKLHHGFCB87DA,215.32,5.58,51.74,有,
664,西屯區,房地(土地+建物)+車位,臺中市西屯區寶慶街７號三樓之２,17.6,商,,,1110226,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100722,182.9,3,2,2,有,有,23000000,137240,坡道平面,28.79,1850000,,RPXPMLOKLHHGFCB18DA,81.69,0.0,19.74,有,
670,北屯區,房地(土地+建物),臺中市北屯區文心路四段８２１號７樓之６　　,2.43,商,,,1110226,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,41.78,1,1,1,有,有,3950000,94543,,0.0,0,,RPWNMLRJMHHGFBB08DA,24.25,0.0,3.47,有,65.0
671,西屯區,房地(土地+建物)+車位,臺中市西屯區福聯街３５號十樓之１,16.36,住,,,1110303,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831026,109.53,3,2,2,有,有,7000000,63904,坡道機械,0.0,700000,含租約；,RPSPMLNJLHHGFCB47DA,78.0,0.0,10.14,有,
672,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路三段６９號二十一樓之５,18.03,商,,,1110221,土地1建物1車位1,二十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040702,260.5,4,2,2,有,有,27000000,103651,坡道平面,26.82,0,,RPTPMLNJLHHGFCB57DA,129.96,4.91,21.46,有,
674,南屯區,房地(土地+建物)+車位,臺中市南屯區河南路四段６８８號十三樓之１５,20.66,住,,,1110218,土地1建物1車位1,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870915,203.99,3,2,3,有,有,19900000,97554,坡道平面,23.15,0,陽台外推；,RPORMLNLKHHGFCB37DA,102.5,0.0,31.74,有,
